院校名称,院校所在地,院校隶属,院校类型,学历层次,院校特性,研究生院,学信链接,学校链接,isurl,
浙江外国语学院,浙江,浙江省教育厅,语言,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-6281472.dhtml,http://www.zisu.edu.cn/,1,
浙江特殊教育职业学院,浙江,浙江省教育厅,师范,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1048622614.dhtml,http://www.zjtjxy.net/,1,
浙江安防职业技术学院,浙江,浙江省教育厅,政法,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1674118227.dhtml,http://www.zjist.cn/,1,
中国青年政治学院,北京,中国共产主义青年团中央,政法,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-866.dhtml,http://www.cyu.edu.cn,1,
北京青年政治学院,北京,北京市教育委员会,语言,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-867.dhtml,http://www.bjypc.edu.cn,1,
首钢工学院,北京,北京市教育委员会,工科,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-930.dhtml,http://zb.sgit.edu.cn/,1,
北京农业职业学院,北京,北京市教育委员会,农业,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1064.dhtml,http://www.bvca.edu.cn,1,
北京政法职业学院,北京,北京市教育委员会,政法,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1067.dhtml,http://www.bcpl.cn,1,
中国劳动关系学院,北京,中华全国总工会,财经,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1068.dhtml,http://www.ciir.edu.cn,1,
北京财贸职业学院,北京,北京市教育委员会,财经,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1095.dhtml,http://www.bjczy.edu.cn,1,
北京北大方正软件职业技术学院,北京,北京市教育委员会,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1098.dhtml,http://www.pfc.edu.cn,1,
北京经贸职业学院,北京,北京市教育委员会,财经,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1099.dhtml,http://www.csuedu.com,1,
北京经济技术职业学院,北京,北京市教育委员会,财经,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1100.dhtml,http://www.bibtedu.cn,1,
北京戏曲艺术职业学院,北京,北京市教育委员会,艺术,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1101.dhtml,http://www.bjxx.com.cn,1,
北京汇佳职业学院,北京,北京市教育委员会,语言,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1102.dhtml,http://www.hju.net.cn,1,
北京科技经营管理学院,北京,北京市教育委员会,财经,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1215.dhtml,http://www.bjjsy1985.cn,1,
北京吉利学院,北京,北京市教育委员会,综合,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1283.dhtml,http://zs.bgu.edu.cn,1,
首都师范大学科德学院,北京,北京市教育委员会,语言,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1872.dhtml,http://www.kdcnu.com,1,
北京工商大学嘉华学院,北京,北京市教育委员会,财经,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1873.dhtml,http://www.canvard.edu.cn,1,
北京科技职业学院,北京,北京市教育委员会,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1943.dhtml,http://www.5aaa.com,1,
北京培黎职业学院,北京,北京市教育委员会,语言,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1967.dhtml,http://www.bjpldx.edu.cn,1,
杭州医学院,浙江,浙江省教育厅,医药,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1483.dhtml,http://www.hmc.edu.cn/,1,
浙江纺织服装职业技术学院,浙江,浙江省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1484.dhtml,http://www.zjff.net,1,
杭州科技职业技术学院,浙江,浙江省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-18523497.dhtml,http://www.hzaspt.edu.cn,1,
浙江长征职业技术学院,浙江,浙江省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-2064.dhtml,http://www.zjczxy.cn,1,
浙江广厦建设职业技术学院,浙江,浙江省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1487.dhtml,http://www.guangshaxy.com,1,
杭州万向职业技术学院,浙江,浙江省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1488.dhtml,http://zs.wxpoly.cn/,1,
浙江工业大学之江学院,浙江,浙江省教育厅,工科,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1621.dhtml,http://www.zjc.zjut.edu.cn,1,
浙江师范大学行知学院,浙江,浙江省教育厅,综合,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1622.dhtml,http://xz.zjnu.edu.cn,1,
宁波大学科学技术学院,浙江,浙江省教育厅,综合,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1623.dhtml,http://www.ndkjxy.net.cn/zs,1,
杭州电子科技大学信息工程学院,浙江,浙江省教育厅,工科,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1625.dhtml,http://www.hziee.edu.cn,1,
浙江理工大学科技与艺术学院,浙江,浙江省教育厅,工科,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1626.dhtml,http://www.ky.zstu.edu.cn,1,
浙江海洋学院东海科学技术学院,浙江,浙江省教育厅,农业,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1627.dhtml,http://dk.zjou.edu.cn,1,
浙江农林大学暨阳学院,浙江,浙江省教育厅,林业,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1628.dhtml,http://tmxy.zafu.edu.cn,1,
浙江中医药大学滨江学院,浙江,浙江省教育厅,医药,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1630.dhtml,http://bjxy.zjtcm.net,1,
杭州师范大学钱江学院,浙江,浙江省教育厅,师范,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1631.dhtml,http://qjxy.hznu.edu.cn,1,
湖州师范学院求真学院,浙江,浙江省教育厅,师范,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1632.dhtml,http://www.hutc.zj.cn,1,
绍兴文理学院元培学院,浙江,浙江省教育厅,师范,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1633.dhtml,http://www.ypc.edu.cn,1,
浙江建设职业技术学院,浙江,浙江省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1336.dhtml,http://www.zjjy.net,1,
浙江艺术职业学院,浙江,浙江省教育厅,艺术,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1337.dhtml,http://zhaosheng.zj-art.com/,1,
浙江商业职业技术学院,浙江,浙江省教育厅,财经,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-432186.dhtml,http://t.sina.com.cn/zjszy,1,
浙江经济职业技术学院,浙江,浙江省教育厅,财经,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1340.dhtml,http://www.zjtie.edu.cn,1,
浙江旅游职业学院,浙江,浙江省教育厅,财经,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1341.dhtml,http://www.tourzj.edu.cn,1,
浙江育英职业技术学院,浙江,浙江省教育厅,财经,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1342.dhtml,http://www.zjyyc.com,1,
浙江警官职业学院,浙江,浙江省教育厅,政法,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1343.dhtml,http://www.zjjy.com.cn,1,
浙江金融职业学院,浙江,浙江省教育厅,财经,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1344.dhtml,http://www.zfc.edu.cn,1,
浙江工业职业技术学院,浙江,浙江省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1345.dhtml,http://www.zjipc.com,1,
杭州职业技术学院,浙江,浙江省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1346.dhtml,http://www.hzvtc.edu.cn,1,
嘉兴职业技术学院,浙江,浙江省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1348.dhtml,http://www.jxvtc.net,1,
绍兴职业技术学院,浙江,浙江省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1350.dhtml,http://www.sxvtc.com,1,
衢州职业技术学院,浙江,浙江省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1351.dhtml,http://www.qzct.net,1,
丽水职业技术学院,浙江,浙江省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1352.dhtml,http://www.lszjy.com,1,
宁波大红鹰学院,浙江,浙江省教育厅,工科,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1466.dhtml,http://www.nbdhyu.edu.cn,1,
浙江东方职业技术学院,浙江,浙江省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1467.dhtml,http://www.zjdfc.com,1,
义乌工商职业技术学院,浙江,浙江省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1468.dhtml,http://www.ywu.cn,1,
浙江理工大学,浙江,浙江省教育厅,工科,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-259.dhtml,http://www.zstu.edu.cn,1,
浙江海洋大学,浙江,浙江省教育厅,农业,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-260.dhtml,http://www.zjou.edu.cn/,1,
浙江农林大学,浙江,浙江省教育厅,林业,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-261.dhtml,http://www.zafu.edu.cn,1,
温州医科大学,浙江,浙江省教育厅,医药,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-262.dhtml,http://www.wzmc.edu.cn,1,
浙江中医药大学,浙江,浙江省教育厅,医药,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-263.dhtml,http://zsb.zcmu.edu.cn,1,
浙江师范大学,浙江,浙江省教育厅,师范,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-264.dhtml,http://www.zjnu.edu.cn,1,
杭州师范大学,浙江,浙江省教育厅,师范,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-265.dhtml,http://bkzs.hznu.edu.cn,1,
湖州师范学院,浙江,浙江省教育厅,师范,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-266.dhtml,http://www.hutc.zj.cn,1,
绍兴文理学院,浙江,浙江省教育厅,师范,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-267.dhtml,http://www.usx.edu.cn,1,
台州学院,浙江,浙江省教育厅,综合,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-268.dhtml,http://www.tzc.edu.cn,1,
温州大学,浙江,浙江省教育厅,工科,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-269.dhtml,http://www.wzu.edu.cn,1,
丽水学院,浙江,浙江省教育厅,师范,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-270.dhtml,http://zsw.lsu.edu.cn/,1,
浙江工商大学,浙江,浙江省教育厅,财经,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-271.dhtml,http://www.zjsu.edu.cn,1,
嘉兴学院,浙江,浙江省教育厅,财经,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-272.dhtml,http://www.zjxu.edu.cn,1,
中国美术学院,浙江,浙江省教育厅,艺术,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-273.dhtml,http://www.caa.edu.cn,1,
中国计量大学,浙江,浙江省教育厅,工科,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-274.dhtml,http://www.cjlu.edu.cn,1,
公安海警学院,浙江,公安部,政法,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-616.dhtml,http://www.hjgz.net,1,
宁波职业技术学院,浙江,浙江省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-646.dhtml,http://www.nbptweb.net,1,
温州职业技术学院,浙江,浙江省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-647.dhtml,http://www.wzvtc.cn,1,
浙江万里学院,浙江,浙江省教育厅,工科,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-657.dhtml,http://www.zjwu.net,1,
中国石油大学(北京)克拉玛依校区,新疆,教育部,工科,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1670654056.dhtml,http://www.cupk.edu.cn,1,
新疆工业职业技术学院,新疆,新疆维吾尔自治区教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1677831015.dhtml,http://www.xjgzy.edu.cn,1,
江苏第二师范学院,江苏,江苏省教育厅,师范,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-20775308.dhtml,http://www.jsie.edu.cn,1,
江苏商贸职业学院,江苏,江苏省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-610304779.dhtml,http://www.ntgx.edu.cn,1,
南通师范高等专科学校,江苏,江苏省教育厅,师范,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-978135501.dhtml,http://www.ntnc.edu.cn,1,
扬州中瑞酒店职业学院,江苏,江苏省教育厅,财经,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1453931832.dhtml,http://www.yhiedu.cn,1,
江苏护理职业学院,江苏,江苏省教育厅,医药,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1688920809.dhtml,http://zs.jscn.edu.cn/,1,
江苏财会职业学院,江苏,江苏省教育厅,财经,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1439888317.dhtml,http://www.jscfa.edu.cn/,1,
江苏航空职业技术学院,江苏,江苏省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1676160419.dhtml,http://www.jatc.edu.cn,1,
江苏安全技术职业学院,江苏,江苏省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1683515433.dhtml,http://www.jsvist.com,1,
盐城幼儿师范高等专科学校,江苏,江苏省教育厅,师范,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1681348032.dhtml,http://www.ycysgz.cn,1,
西交利物浦大学,江苏,江苏省教育厅,工科,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1228482.dhtml,http://www.xjtlu.edu.cn,1,
昆山杜克大学,江苏,江苏省教育厅,综合,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1884419845.dhtml,https://dukekunshan.edu.cn,1,
浙江大学,浙江,教育部,综合,本科,985-211,1,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-256.dhtml,http://www.zju.edu.cn,1,
浙江工业大学,浙江,浙江省教育厅,工科,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-258.dhtml,http://www.zjut.edu.cn,1,
巴音郭楞职业技术学院,新疆,新疆维吾尔自治区教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1530.dhtml,http://www.byxyzsba.com,1,
新疆大学科学技术学院,新疆,新疆维吾尔自治区教育厅,综合,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1808.dhtml,http://www.kj.xju.edu.cn,1,
新疆农业大学科学技术学院,新疆,新疆维吾尔自治区教育厅,农业,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1809.dhtml,http://www.xjstc.net/,1,
新疆医科大学厚博学院,新疆,新疆维吾尔自治区教育厅,医药,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1810.dhtml,http://www.xjmu.edu.cn,1,
新疆财经大学商务学院,新疆,新疆维吾尔自治区教育厅,财经,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1811.dhtml,http://www.xjufe.edu.cn,1,
新疆建设职业技术学院,新疆,新疆维吾尔自治区教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1812.dhtml,http://www.xjjszy.net,1,
石河子大学科技学院,新疆,新疆生产建设兵团,综合,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1871.dhtml,http://kjxy.shzu.edu.cn/,1,
新疆现代职业技术学院,新疆,新疆维吾尔自治区教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1965.dhtml,http://xjxdxy.edude.net/,1,
新疆天山职业技术学院,新疆,新疆维吾尔自治区教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1966.dhtml,http://www.xjtsxy.cn/,1,
新疆交通职业技术学院,新疆,新疆维吾尔自治区教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-4995010.dhtml,http://www.xjjtedu.com/,1,
新疆石河子职业技术学院,新疆,新疆生产建设兵团,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-5051738.dhtml,http://www.xjshzzy.com/,1,
新疆职业大学,新疆,新疆维吾尔自治区教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-5567940.dhtml,http://www.xjvu.edu.cn/,1,
新疆体育职业技术学院,新疆,新疆维吾尔自治区教育厅,体育,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-361988187.dhtml,http://www.xjsvtc.com,1,
新疆应用职业技术学院,新疆,新疆维吾尔自治区教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-364879297.dhtml,http://www.xjyy.edu.cn,1,
新疆铁道职业技术学院,新疆,新疆维吾尔自治区教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-609659719.dhtml,http://www.xjtlgjjx.com,1,
新疆生产建设兵团兴新职业技术学院,新疆,新疆生产建设兵团,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1431788816.dhtml,http://btc.edu.cn/,1,
哈密职业技术学院,新疆,新疆维吾尔自治区教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1011433472.dhtml,http://www.hmzyedu.cn,1,
新疆科技职业技术学院,新疆,新疆维吾尔自治区教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-962177812.dhtml,http://www.xjkjzyjsxy.com/,1,
北方民族大学,宁夏,国家民族事务委员会,民族,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-797.dhtml,http://www.nun.edu.cn/,1,
宁夏理工学院,宁夏,宁夏回族自治区教育厅,综合,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1088.dhtml,http://www.nxist.com/,1,
宁夏民族职业技术学院,宁夏,宁夏回族自治区教育厅,师范,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1199.dhtml,http://www.nxmzy.com.cn,1,
宁夏工业职业学院,宁夏,宁夏回族自治区教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1318.dhtml,http://www.nxngzy.com,1,
宁夏职业技术学院,宁夏,宁夏回族自治区教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1524.dhtml,http://www.nxtc.edu.cn,1,
宁夏工商职业技术学院,宁夏,宁夏回族自治区教育厅,财经,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1525.dhtml,http://www.nxgs.edu.cn/,1,
宁夏财经职业技术学院,宁夏,宁夏回族自治区教育厅,财经,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1526.dhtml,http://www.nxcy.edu.cn/,1,
宁夏警官职业学院,宁夏,宁夏回族自治区教育厅,政法,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1527.dhtml,http://www.nsjy.com.cn/,1,
宁夏建设职业技术学院,宁夏,宁夏回族自治区教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1560.dhtml,http://www.nxjy.edu.cn/,1,
宁夏大学新华学院,宁夏,宁夏回族自治区教育厅,综合,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1660.dhtml,http://xinhua.nxu.edu.cn/,1,
银川能源学院,宁夏,宁夏回族自治区教育厅,工科,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-2059.dhtml,http://www.ycu.com.cn/,1,
中国矿业大学银川学院,宁夏,宁夏回族自治区教育厅,综合,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-6675760.dhtml,http://www.cumtyc.com.cn/,1,
宁夏防沙治沙职业技术学院,宁夏,宁夏回族自治区教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-269933232.dhtml,http://www.nxst.cn/,1,
宁夏幼儿师范高等专科学校,宁夏,宁夏回族自治区教育厅,师范,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1103997562.dhtml,http://www.nxysedu.com,1,
宁夏艺术职业学院,宁夏,宁夏回族自治区教育厅,艺术,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1094440680.dhtml,http://www.nxyszyxy.com,1,
新疆大学,新疆,新疆维吾尔自治区教育厅,综合,本科/高职(专科),-211,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-590.dhtml,http://www.xju.edu.cn/,1,
塔里木大学,新疆,新疆生产建设兵团,综合,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-591.dhtml,http://www.taru.edu.cn/,1,
新疆农业大学,新疆,新疆维吾尔自治区教育厅,农业,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-592.dhtml,http://www.xjau.edu.cn/,1,
石河子大学,新疆,新疆生产建设兵团,综合,本科/高职(专科),-211,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-593.dhtml,http://www.shzu.edu.cn/,1,
临夏现代职业学院,甘肃,甘肃省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1815304699.dhtml,http://www.lxxdzy.com/,1,
兰州现代职业学院,甘肃,甘肃省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1808924577.dhtml,http://www.lzmvc.com,1,
平凉职业技术学院,甘肃,甘肃省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1825325537.dhtml,http://www.plvtc.cn,1,
兰州航空工业职工大学,甘肃,甘肃省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-7199952.dhtml,http://www.lzavu.cn/,1,
青海大学,青海,青海省教育厅,综合,本科/高职(专科),-211,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-583.dhtml,http://www.qhu.edu.cn/,1,
青海师范大学,青海,青海省教育厅,师范,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-584.dhtml,http://www.qhnu.edu.cn/,1,
青海民族大学,青海,青海省教育厅,民族,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-586.dhtml,http://www.qhmu.edu.cn/,1,
青海卫生职业技术学院,青海,青海省教育厅,医药,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1096.dhtml,http://www.qhwszy.edu.cn/,1,
青海警官职业学院,青海,青海省教育厅,政法,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1333.dhtml,http://www.qhpolice.edu.cn/,1,
青海畜牧兽医职业技术学院,青海,青海省教育厅,农业,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1444.dhtml,http://www.qhxmzy.com.cn/,1,
青海交通职业技术学院,青海,青海省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1445.dhtml,http://www.qhctc.edu.cn/,1,
青海建筑职业技术学院,青海,青海省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1446.dhtml,http://www.qhavtc.com/,1,
青海大学昆仑学院,青海,青海省教育厅,综合,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1915.dhtml,http://klc.qhu.edu.cn,1,
西宁城市职业技术学院,青海,青海省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1432285052.dhtml,http://www.xncszy.com,1,
青海柴达木职业技术学院,青海,青海省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1432285567.dhtml,http://61.133.238.121,1,
宁夏大学,宁夏,宁夏回族自治区教育厅,综合,本科/高职(专科),-211,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-587.dhtml,http://www.nxu.edu.cn/,1,
宁夏医科大学,宁夏,宁夏回族自治区教育厅,医药,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-588.dhtml,http://www.nxmu.edu.cn/,1,
宁夏师范学院,宁夏,宁夏回族自治区教育厅,师范,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-589.dhtml,http://www.nxtu.cn/,1,
浙江音乐学院,浙江,浙江省教育厅,艺术,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1674121084.dhtml,http://www.zjcm.edu.cn/,1,
宁波诺丁汉大学,浙江,浙江省教育厅,综合,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-405725.dhtml,http://www.nottingham.edu.cn,1,
浙江舟山群岛新区旅游与健康职业学院,浙江,浙江省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1433654685.dhtml,http://zs.zsthc.com,1,
宁波教育学院,浙江,浙江省教育厅,师范,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-402345.dhtml,http://www.nbei.net,1,
安徽大学,安徽,安徽省教育厅,综合,本科/高职(专科),-211,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-275.dhtml,http://www.ahu.edu.cn,1,
中国科学技术大学,安徽,中国科学院,工科,本科,985-211,1,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-276.dhtml,http://www.ustc.edu.cn,1,
