院校名称,院校所在地,院校隶属,院校类型,学历层次,院校特性,研究生院,学信链接,学校链接,isurl,
抚州幼儿师范高等专科学校,江西,江西省教育厅,师范,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1991221083.dhtml,,0,
江西经济管理干部学院,江西,江西省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-613648227.dhtml,,0,
无锡商业职业技术学院,江苏,江苏省教育厅,财经,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1188.dhtml,http://www.wxic.edu.cn,0,
苏州工业园区职业技术学院,江苏,江苏省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1290.dhtml,http://www.ivt.edu.cn,0,
南京科技职业学院,江苏,江苏省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1393.dhtml,http://www.njpi.edu.cn,0,
牡丹江医学院,黑龙江,黑龙江省教育厅,医药,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-186.dhtml,http://www.mdjmu.cn,0,
吉林农业大学,吉林,吉林省教育厅,农业,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-161.dhtml,,0,
辽宁特殊教育师范高等专科学校,辽宁,辽宁省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1424132078.dhtml,,0,
大连理工大学盘锦校区,辽宁,教育部,工科,本科,985-211,1,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-567190377.dhtml,,0,
延边大学,吉林,吉林省教育厅,综合,本科/高职(专科),-211,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-155.dhtml,http://www.ybu.edu.cn/index.htm,0,
上海工程技术大学,上海,上海市教育委员会,工科,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-639.dhtml,http://www.sues.edu.cn,0,
上海民航职业技术学院,上海,中国民用航空局,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-348470388.dhtml,,0,
上海科技大学,上海,上海市教育委员会,综合,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-916519723.dhtml,http://www.shanghaitech.edu.cn,0,
南京大学,江苏,教育部,综合,本科,985-211,1,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-223.dhtml,http://www.nju.edu.cn,0,
江苏科技大学,江苏,江苏省教育厅,工科,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-228.dhtml,,0,
南京工业大学,江苏,江苏省教育厅,工科,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-230.dhtml,http://www.njut.edu.cn,0,
哈尔滨音乐学院,黑龙江,黑龙江省教育厅,艺术,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1681574459.dhtml,,0,
大连东软信息学院,辽宁,辽宁省教育厅,工科,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1874.dhtml,http://www.neusoft.edu.cn,0,
辽宁体育运动职业技术学院,辽宁,辽宁省教育厅,体育,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1118.dhtml,http://www.lnen.cn/mb/view.html?actionType=home&amp,0,
沈阳医学院,辽宁,辽宁省教育厅,医药,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-138.dhtml,http://www.symc.edu.cn,1,
辽宁师范大学,辽宁,辽宁省教育厅,师范,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-139.dhtml,http://www.lnnu.edu.cn,1,
沈阳师范大学,辽宁,辽宁省教育厅,师范,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-140.dhtml,http://www.synu.edu.cn,1,
渤海大学,辽宁,辽宁省教育厅,综合,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-141.dhtml,http://www.bhu.edu.cn,1,
鞍山师范学院,辽宁,辽宁省教育厅,师范,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-142.dhtml,http://www.asnc.edu.cn,1,
朝阳师范高等专科学校,辽宁,辽宁省教育厅,师范,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-143.dhtml,http://www.cysz.com.cn,1,
大连外国语大学,辽宁,辽宁省教育厅,语言,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-144.dhtml,http://www.dlufl.edu.cn,1,
东北财经大学,辽宁,辽宁省教育厅,财经,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-145.dhtml,http://www.dufe.edu.cn,1,
中国刑事警察学院,辽宁,公安部,政法,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-146.dhtml,http://www.cipuc.edu.cn,1,
沈阳体育学院,辽宁,辽宁省教育厅,体育,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-147.dhtml,http://www.syty.edu.cn,1,
沈阳音乐学院,辽宁,辽宁省教育厅,艺术,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-148.dhtml,http://www.sycm.com.cn,1,
鲁迅美术学院,辽宁,辽宁省教育厅,艺术,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-149.dhtml,http://www.lumei.edu.cn,1,
抚顺师范高等专科学校,辽宁,辽宁省教育厅,师范,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-150.dhtml,http://www.fstc.cn,1,
锦州师范高等专科学校,辽宁,辽宁省教育厅,师范,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-151.dhtml,http://www.jzsz.com.cn,1,
营口职业技术学院,辽宁,辽宁省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-152.dhtml,http://www.ykdx.net,1,
铁岭师范高等专科学校,辽宁,辽宁省教育厅,师范,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-153.dhtml,http://www.tlsz.com.cn,1,
辽宁对外经贸学院,辽宁,辽宁省教育厅,财经,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-627.dhtml,http://www.luibe.edu.cn,1,
大连职业技术学院,辽宁,辽宁省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-630.dhtml,http://www.dlvtc.edu.cn,1,
沈阳大学,辽宁,辽宁省教育厅,综合,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-690.dhtml,http://www.syu.edu.cn,1,
抚顺职业技术学院,辽宁,辽宁省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-692.dhtml,http://www.fvti.com,1,
山西警察学院,山西,山西省教育厅,政法,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-987.dhtml,http://www.sxpc.edu.cn,1,
山西艺术职业学院,山西,山西省教育厅,艺术,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1190.dhtml,http://www.sxyz.com,1,
晋城职业技术学院,山西,山西省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1255.dhtml,http://www.sxjczy.com.cn,1,
山西建筑职业技术学院,山西,山西省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1256.dhtml,http://www.sxatc.com,1,
山西药科职业学院,山西,山西省教育厅,医药,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1257.dhtml,http://www.sxphc.cn,1,
山西工程职业技术学院,山西,山西省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1258.dhtml,http://www.sxgy.edu.cn,1,
山西交通职业技术学院,山西,山西省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1259.dhtml,http://www.sxjt.edu.cn,1,
大同煤炭职业技术学院,山西,山西省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1261.dhtml,http://www.dtmtxy.cn,1,
山西机电职业技术学院,山西,山西省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1361.dhtml,http://www.sxjdxy.org,1,
山西财贸职业技术学院,山西,山西省教育厅,财经,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1363.dhtml,http://www.sxcmvc.com,1,
山西林业职业技术学院,山西,山西省教育厅,林业,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1364.dhtml,http://www.sxly.com.cn,1,
山西水利职业技术学院,山西,山西省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-432487.dhtml,http://www.sxsy.com.cn/,1,
临汾职业技术学院,山西,山西省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1562.dhtml,http://www.lfvtc.cn,1,
山西职业技术学院,山西,山西省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1797.dhtml,http://www.sxzy.edu.cn,1,
山西煤炭职业技术学院,山西,山西省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1798.dhtml,http://www.sxmtxy.com.cn,1,
山西金融职业学院,山西,山西省教育厅,财经,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1799.dhtml,http://www.sxjrzyxy.com,1,
华北电力大学科技学院,河北,河北省教育厅,工科,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1731.dhtml,http://www.hdky.edu.cn,1,
河北工程大学科信学院,河北,河北省教育厅,工科,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1827.dhtml,http://kexin.hebeu.edu.cn,1,
燕山大学里仁学院,河北,河北省教育厅,工科,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1837.dhtml,http://stc.ysu.edu.cn,1,
石家庄铁道大学四方学院,河北,河北省教育厅,工科,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1838.dhtml,http://www.stdusfc.cn,1,
河北地质大学华信学院,河北,河北省教育厅,财经,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1839.dhtml,http://www.sjzuehx.cn/,1,
河北农业大学现代科技学院,河北,河北省教育厅,农业,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1840.dhtml,http://xianke.hebau.edu.cn/,1,
华北理工大学冀唐学院,河北,河北省教育厅,医药,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1841.dhtml,http://jtxy.heuu.edu.cn/,1,
河北司法警官职业学院,河北,河北省教育厅,政法,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1930.dhtml,http://www.jjgxy.com.cn,1,
河北女子职业技术学院,河北,河北省教育厅,语言,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-2061.dhtml,http://www.hebnzxy.com,1,
中国地质大学长城学院,河北,河北省教育厅,综合,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-398215.dhtml,http://www.cuggw.com,1,
燕京理工学院,河北,河北省教育厅,综合,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-94431.dhtml,http://www.yit.edu.cn/,1,
北京中医药大学东方学院,河北,河北省教育厅,综合,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-90586.dhtml,http://www.bucmdf.edu.cn/,1,
石家庄医学高等专科学校,河北,河北省教育厅,医药,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-404694.dhtml,http://www.sjzmc.cn,1,
石家庄经济职业学院,河北,河北省教育厅,财经,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-482960.dhtml,http://www.sjzjjxy.com,1,
冀中职业学院,河北,河北省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-18432999.dhtml,http://www.jzhxy.com,1,
石家庄人民医学高等专科学校,河北,河北省教育厅,医药,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-18818413.dhtml,http://www.sjzrmyz.com,1,
石家庄科技工程职业学院,河北,河北省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-18192341.dhtml,http://www.sjzkg.edu.cn,1,
北京交通大学海滨学院,河北,河北省教育厅,工科,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-6680074.dhtml,http://www.bjtuhbxy.cn,1,
河北劳动关系职业学院,河北,河北省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-18612062.dhtml,http://www.hbgy.edu.cn,1,
石家庄科技职业学院,河北,河北省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-18188108.dhtml,http://www.sjzkjxy.net,1,
宣化科技职业学院,河北,河北省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-18774020.dhtml,http://www.xhkjzyxy.com,1,
廊坊燕京职业技术学院,河北,河北省教育厅,工科,未知,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-57297450.dhtml,http://zsjyxx.lfyjzjxy.com,1,
承德护理职业学院,河北,河北省教育厅,医药,未知,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-57297643.dhtml,http://www.cdni.cn,1,
廊坊卫生职业学院,河北,河北省教育厅,医药,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-174244891.dhtml,http://www.lfwx.net,1,
河北轨道运输职业技术学院,河北,河北省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-349045811.dhtml,http://www.hbgdys.cn/,1,
河北中医学院,河北,河北省教育厅,医药,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-582797523.dhtml,http://www.hebcm.edu.cn,1,
张家口学院,河北,河北省教育厅,综合,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-5480183.dhtml,http://www.zjku.edu.cn,1,
保定幼儿师范高等专科学校,河北,河北省教育厅,师范,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-609378918.dhtml,http://www.BDYSGZ.com,1,
河北工艺美术职业学院,河北,河北省教育厅,艺术,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-645331236.dhtml,http://www.1964.cn,1,
渤海理工职业学院,河北,河北省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-609386436.dhtml,http://bhlgxy.com/,1,
唐山幼儿师范高等专科学校,河北,河北省教育厅,师范,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1686284744.dhtml,http://www.tsyzh.com,1,
曹妃甸职业技术学院,河北,河北省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1820738522.dhtml,http://www.cct.edu.cn,1,
东北大学秦皇岛分校,河北,教育部,工科,本科,985-211,1,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-6186979.dhtml,http://zs.neuq.edu.cn,1,
河北地质职工大学,河北,河北省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-484028.dhtml,http://www.dkyaolan.com,1,
石家庄职工大学,河北,河北省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-404537.dhtml,http://www.sjzzgdx.com/,1,
河北环境工程学院,河北,河北省教育厅,综合,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-490263.dhtml,http://www.emcc.cn,1,
天津石油职业技术学院,天津,天津市教育委员会,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1941.dhtml,http://www.tjsyxy.com,1,
天津城市职业学院,天津,天津市教育委员会,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1942.dhtml,http://www.tjcsxy.cn,1,
天津铁道职业技术学院,天津,天津市教育委员会,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-403132.dhtml,http://www.tjtdxy.cn,1,
天津师范大学津沽学院,天津,天津市教育委员会,综合,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-440562.dhtml,http://www.jgxyzs.com,1,
天津理工大学中环信息学院,天津,天津市教育委员会,综合,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-404954.dhtml,http://www.tjzhic.com,1,
北京科技大学天津学院,天津,天津市教育委员会,综合,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-93355.dhtml,http://tj.ustb.edu.cn,1,
天津工艺美术职业学院,天津,天津市教育委员会,艺术,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-6161405.dhtml,http://www.gmtj.com,1,
天津城市建设管理职业技术学院,天津,天津市教育委员会,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-6241649.dhtml,http://www.tjchengjian.com,1,
天津生物工程职业技术学院,天津,天津市教育委员会,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-5038392.dhtml,http://www.tjbio.cn,1,
天津海运职业学院,天津,天津市教育委员会,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-485362.dhtml,http://www.tjmvi.cn,1,
天津大学仁爱学院,天津,天津市教育委员会,综合,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-481255.dhtml,http://www.tjrac.edu.cn,1,
天津财经大学珠江学院,天津,天津市教育委员会,综合,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1369415.dhtml,http://zhujiang.tjufe.edu.cn,1,
天津广播影视职业学院,天津,天津市教育委员会,艺术,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-18442790.dhtml,http://www.tjgbys.com,1,
天津滨海汽车工程职业学院,天津,天津市教育委员会,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1821216896.dhtml,http://www.tqzyxy.com,1,
天津市工会管理干部学院,天津,天津市教育委员会,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-5572397.dhtml,http://www.tjghxy.com,1,
河北大学,河北,河北省教育厅,综合,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-65.dhtml,http://www.hbu.edu.cn,1,
河北工程大学,河北,河北省教育厅,工科,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-66.dhtml,http://www.hebeu.edu.cn,1,
河北地质大学,河北,河北省教育厅,财经,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-67.dhtml,http://www.sjzue.edu.cn,1,
山西同文职业技术学院,山西,山西省教育厅,语言,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-2091.dhtml,http://www.sxtwedu.com,1,
晋中职业技术学院,山西,山西省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-5195055.dhtml,http://www.jzzy.sx.cn,1,
山西华澳商贸职业学院,山西,山西省教育厅,财经,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-5146294.dhtml,http://www.huaao.sx.cn,1,
山西运城农业职业技术学院,山西,山西省教育厅,农业,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-5368499.dhtml,http://www.ycnxy.com,1,
运城幼儿师范高等专科学校,山西,山西省教育厅,师范,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-5356942.dhtml,http://www.sxycys.com,1,
太原工业学院,山西,山西省教育厅,工科,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-5495733.dhtml,http://www.tit.edu.cn,1,
山西老区职业技术学院,山西,山西省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-5038562.dhtml,http://sxlqzy.cn/,1,
山西经贸职业学院,山西,山西省教育厅,财经,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-6223669.dhtml,http://www.sxemc.com,1,
朔州职业技术学院,山西,山西省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-6178805.dhtml,http://www.szvtc.com,1,
